cm-1;%T
2457,00;97,76
2456,00;97,76
2455,00;97,76
2454,00;97,77
2453,00;97,77
2452,00;97,78
2451,00;97,79
2450,00;97,81
2449,00;97,81
2448,00;97,82
2447,00;97,82
2446,00;97,83
2445,00;97,84
2444,00;97,85
2443,00;97,86
2442,00;97,87
2441,00;97,87
2440,00;97,87
2439,00;97,87
2438,00;97,88
2437,00;97,88
2436,00;97,88
2435,00;97,89
2434,00;97,89
2433,00;97,89
2432,00;97,89
2431,00;97,90
2430,00;97,90
2429,00;97,91
2428,00;97,92
2427,00;97,93
2426,00;97,94
2425,00;97,95
2424,00;97,95
2423,00;97,96
2422,00;97,96
2421,00;97,96
2420,00;97,96
2419,00;97,97
2418,00;97,97
2417,00;97,98
2416,00;97,99
2415,00;97,99
2414,00;98,00
2413,00;98,00
2412,00;98,00
2411,00;98,00
2410,00;98,00
2409,00;98,01
2408,00;98,01
2407,00;98,02
2406,00;98,03
2405,00;98,03
2404,00;98,03
2403,00;98,03
2402,00;98,04
2401,00;98,04
2400,00;98,04
2399,00;98,05
2398,00;98,05
2397,00;98,05
2396,00;98,05
2395,00;98,06
2394,00;98,06
2393,00;98,07
2392,00;98,07
2391,00;98,07
2390,00;98,08
2389,00;98,08
2388,00;98,08
2387,00;98,09
2386,00;98,09
2385,00;98,10
2384,00;98,11
2383,00;98,12
2382,00;98,14
2381,00;98,15
2380,00;98,16
2379,00;98,15
2378,00;98,14
2377,00;98,13
2376,00;98,11
2375,00;98,10
2374,00;98,10
2373,00;98,11
2372,00;98,13
2371,00;98,15
2370,00;98,17
2369,00;98,17
2368,00;98,17
2367,00;98,16
2366,00;98,15
2365,00;98,14
2364,00;98,13
2363,00;98,12
2362,00;98,12
2361,00;98,11
2360,00;98,12
2359,00;98,13
2358,00;98,14
2357,00;98,15
2356,00;98,15
2355,00;98,15
2354,00;98,15
2353,00;98,15
2352,00;98,16
2351,00;98,15
2350,00;98,12
2349,00;98,10
2348,00;98,09
2347,00;98,11
2346,00;98,13
2345,00;98,14
2344,00;98,13
2343,00;98,11
2342,00;98,11
2341,00;98,12
2340,00;98,13
2339,00;98,13
2338,00;98,13
2337,00;98,13
2336,00;98,14
2335,00;98,14
2334,00;98,15
2333,00;98,17
2332,00;98,19
2331,00;98,19
2330,00;98,18
2329,00;98,15
2328,00;98,13
2327,00;98,11
2326,00;98,10
2325,00;98,11
2324,00;98,13
2323,00;98,15
2322,00;98,16
2321,00;98,16
2320,00;98,14
2319,00;98,13
2318,00;98,12
2317,00;98,12
2316,00;98,13
2315,00;98,14
2314,00;98,16
2313,00;98,18
2312,00;98,19
2311,00;98,20
2310,00;98,21
2309,00;98,22
2308,00;98,23
2307,00;98,24
2306,00;98,24
2305,00;98,25
2304,00;98,25
2303,00;98,25
2302,00;98,26
2301,00;98,26
2300,00;98,26
2299,00;98,26
2298,00;98,25
2297,00;98,24
2296,00;98,23
2295,00;98,22
2294,00;98,22
2293,00;98,21
2292,00;98,21
2291,00;98,22
2290,00;98,22
2289,00;98,22
2288,00;98,22
2287,00;98,21
2286,00;98,20
2285,00;98,20
2284,00;98,20
2283,00;98,21
2282,00;98,22
2281,00;98,24
2280,00;98,24
2279,00;98,25
2278,00;98,25
2277,00;98,26
2276,00;98,26
2275,00;98,25
2274,00;98,25
2273,00;98,25
2272,00;98,24
2271,00;98,25
2270,00;98,26
2269,00;98,27
2268,00;98,28
2267,00;98,28
2266,00;98,29
2265,00;98,28
2264,00;98,27
2263,00;98,27
2262,00;98,27
2261,00;98,27
2260,00;98,28
2259,00;98,28
2258,00;98,29
2257,00;98,30
2256,00;98,30
2255,00;98,31
2254,00;98,31
2253,00;98,30
2252,00;98,31
2251,00;98,32
2250,00;98,34
2249,00;98,35
2248,00;98,34
2247,00;98,34
2246,00;98,34
2245,00;98,34
2244,00;98,35
2243,00;98,37
2242,00;98,38
2241,00;98,38
2240,00;98,38
2239,00;98,38
2238,00;98,38
2237,00;98,38
2236,00;98,37
2235,00;98,37
2234,00;98,37
2233,00;98,37
2232,00;98,37
2231,00;98,38
2230,00;98,40
2229,00;98,41
2228,00;98,42
2227,00;98,43
2226,00;98,44
2225,00;98,44
2224,00;98,44
2223,00;98,44
2222,00;98,44
2221,00;98,44
2220,00;98,44
2219,00;98,44
2218,00;98,45
2217,00;98,46
2216,00;98,45
2215,00;98,45
2214,00;98,45
2213,00;98,46
2212,00;98,46
2211,00;98,47
2210,00;98,46
2209,00;98,45
2208,00;98,44
2207,00;98,44
2206,00;98,45
2205,00;98,45
2204,00;98,44
2203,00;98,43
2202,00;98,43
2201,00;98,43
2200,00;98,42
2199,00;98,42
2198,00;98,42
2197,00;98,43
2196,00;98,43
2195,00;98,44
2194,00;98,45
2193,00;98,47
2192,00;98,48
2191,00;98,49
2190,00;98,49
2189,00;98,48
2188,00;98,46
2187,00;98,45
2186,00;98,45
2185,00;98,45
2184,00;98,46
2183,00;98,47
2182,00;98,47
2181,00;98,45
2180,00;98,43
2179,00;98,41
2178,00;98,42
2177,00;98,43
2176,00;98,44
2175,00;98,45
2174,00;98,46
2173,00;98,45
2172,00;98,43
2171,00;98,40
2170,00;98,38
2169,00;98,36
2168,00;98,36
2167,00;98,36
2166,00;98,36
2165,00;98,35
2164,00;98,35
2163,00;98,39
2162,00;98,45
2161,00;98,53
2160,00;98,60
2159,00;98,66
2158,00;98,69
2157,00;98,69
2156,00;98,65
2155,00;98,61
2154,00;98,57
2153,00;98,54
2152,00;98,53
2151,00;98,55
2150,00;98,57
2149,00;98,58
2148,00;98,58
2147,00;98,59
2146,00;98,60
2145,00;98,60
2144,00;98,58
2143,00;98,55
2142,00;98,53
2141,00;98,51
2140,00;98,51
2139,00;98,51
2138,00;98,52
2137,00;98,53
2136,00;98,55
2135,00;98,56
2134,00;98,57
2133,00;98,55
2132,00;98,53
2131,00;98,50
2130,00;98,49
2129,00;98,48
2128,00;98,48
2127,00;98,49
2126,00;98,50
2125,00;98,51
2124,00;98,51
2123,00;98,51
2122,00;98,52
2121,00;98,51
2120,00;98,50
2119,00;98,50
2118,00;98,49
2117,00;98,48
2116,00;98,47
2115,00;98,46
2114,00;98,46
2113,00;98,46
2112,00;98,46
2111,00;98,47
2110,00;98,47
2109,00;98,47
2108,00;98,46
2107,00;98,46
2106,00;98,47
2105,00;98,49
2104,00;98,49
2103,00;98,49
2102,00;98,49
2101,00;98,48
2100,00;98,49
2099,00;98,50
2098,00;98,52
2097,00;98,53
2096,00;98,53
2095,00;98,53
2094,00;98,53
2093,00;98,52
2092,00;98,50
2091,00;98,49
2090,00;98,49
2089,00;98,49
2088,00;98,50
2087,00;98,52
2086,00;98,52
2085,00;98,52
2084,00;98,50
2083,00;98,49
2082,00;98,50
2081,00;98,50
2080,00;98,51
2079,00;98,52
2078,00;98,53
2077,00;98,53
2076,00;98,54
2075,00;98,56
2074,00;98,58
2073,00;98,59
2072,00;98,60
2071,00;98,60
2070,00;98,60
2069,00;98,60
2068,00;98,61
2067,00;98,63
2066,00;98,65
2065,00;98,65
2064,00;98,63
2063,00;98,62
2062,00;98,62
2061,00;98,63
2060,00;98,63
2059,00;98,64
2058,00;98,64
2057,00;98,63
2056,00;98,62
2055,00;98,61
2054,00;98,61
2053,00;98,60
2052,00;98,59
2051,00;98,59
2050,00;98,60
2049,00;98,61
2048,00;98,62
2047,00;98,65
2046,00;98,68
2045,00;98,68
2044,00;98,68
2043,00;98,68
2042,00;98,69
2041,00;98,68
2040,00;98,67
2039,00;98,70
2038,00;98,73
2037,00;98,76
2036,00;98,76
2035,00;98,75
2034,00;98,75
2033,00;98,75
2032,00;98,74
2031,00;98,76
2030,00;98,76
2029,00;98,75
2028,00;98,73
2027,00;98,73
2026,00;98,74
2025,00;98,75
2024,00;98,74
2023,00;98,74
2022,00;98,75
2021,00;98,75
2020,00;98,75
2019,00;98,78
2018,00;98,81
2017,00;98,79
2016,00;98,76
2015,00;98,75
2014,00;98,75
2013,00;98,75
2012,00;98,74
2011,00;98,77
2010,00;98,80
2009,00;98,82
2008,00;98,83
2007,00;98,85
2006,00;98,85
2005,00;98,81
2004,00;98,75
2003,00;98,72
2002,00;98,70
2001,00;98,69
2000,00;98,68
1999,00;98,69
1998,00;98,70
1997,00;98,70
1996,00;98,68
1995,00;98,69
1994,00;98,70
1993,00;98,72
1992,00;98,74
1991,00;98,76
1990,00;98,77
1989,00;98,77
1988,00;98,75
1987,00;98,76
1986,00;98,77
1985,00;98,75
1984,00;98,71
1983,00;98,69
1982,00;98,67
1981,00;98,66
1980,00;98,65
1979,00;98,68
1978,00;98,73
1977,00;98,76
1976,00;98,77
1975,00;98,77
1974,00;98,77
1973,00;98,75
1972,00;98,72
1971,00;98,72
1970,00;98,74
1969,00;98,75
1968,00;98,75
1967,00;98,77
1966,00;98,79
1965,00;98,79
1964,00;98,76
1963,00;98,76
1962,00;98,76
1961,00;98,75
1960,00;98,72
1959,00;98,71
1958,00;98,71
1957,00;98,69
1956,00;98,65
1955,00;98,63
1954,00;98,61
1953,00;98,58
1952,00;98,56
1951,00;98,56
1950,00;98,59
1949,00;98,59
1948,00;98,57
1947,00;98,57
1946,00;98,57
1945,00;98,57
1944,00;98,56
1943,00;98,56
1942,00;98,54
1941,00;98,52
1940,00;98,50
1939,00;98,50
1938,00;98,51
1937,00;98,51
1936,00;98,51
1935,00;98,51
1934,00;98,51
1933,00;98,51
1932,00;98,51
1931,00;98,51
1930,00;98,51
1929,00;98,51
1928,00;98,49
1927,00;98,49
1926,00;98,50
1925,00;98,51
1924,00;98,51
1923,00;98,52
1922,00;98,51
1921,00;98,48
1920,00;98,45
1919,00;98,44
1918,00;98,46
1917,00;98,47
1916,00;98,46
1915,00;98,46
1914,00;98,46
1913,00;98,45
1912,00;98,44
1911,00;98,44
1910,00;98,45
1909,00;98,45
1908,00;98,44
1907,00;98,44
1906,00;98,44
1905,00;98,44
1904,00;98,42
1903,00;98,41
1902,00;98,41
1901,00;98,41
1900,00;98,41
1899,00;98,41
1898,00;98,41
1897,00;98,41
1896,00;98,41
1895,00;98,42
1894,00;98,42
1893,00;98,40
1892,00;98,39
1891,00;98,39
1890,00;98,40
1889,00;98,40
1888,00;98,39
1887,00;98,38
1886,00;98,37
1885,00;98,37
1884,00;98,36
1883,00;98,37
1882,00;98,37
1881,00;98,37
1880,00;98,37
1879,00;98,36
1878,00;98,37
1877,00;98,36
1876,00;98,36
1875,00;98,35
1874,00;98,35
1873,00;98,34
1872,00;98,33
1871,00;98,34
1870,00;98,36
1869,00;98,38
1868,00;98,38
1867,00;98,37
1866,00;98,36
1865,00;98,33
1864,00;98,31
1863,00;98,31
1862,00;98,31
1861,00;98,31
1860,00;98,31
1859,00;98,30
1858,00;98,30
1857,00;98,29
1856,00;98,28
1855,00;98,28
1854,00;98,28
1853,00;98,28
1852,00;98,27
1851,00;98,27
1850,00;98,28
1849,00;98,28
1848,00;98,27
1847,00;98,25
1846,00;98,24
1845,00;98,26
1844,00;98,28
1843,00;98,29
1842,00;98,28
1841,00;98,26
1840,00;98,24
1839,00;98,23
1838,00;98,24
1837,00;98,24
1836,00;98,23
1835,00;98,23
1834,00;98,23
1833,00;98,22
1832,00;98,22
1831,00;98,24
1830,00;98,26
1829,00;98,26
1828,00;98,24
1827,00;98,22
1826,00;98,21
1825,00;98,20
1824,00;98,18
1823,00;98,16
1822,00;98,14
1821,00;98,13
1820,00;98,12
1819,00;98,12
1818,00;98,12
1817,00;98,10
1816,00;98,09
1815,00;98,07
1814,00;98,06
1813,00;98,05
1812,00;98,05
1811,00;98,05
1810,00;98,05
1809,00;98,04
1808,00;98,03
1807,00;98,02
1806,00;98,02
1805,00;98,02
1804,00;98,02
1803,00;98,03
1802,00;98,02
1801,00;98,01
1800,00;97,98
1799,00;97,97
1798,00;97,95
1797,00;97,93
1796,00;97,90
1795,00;97,88
1794,00;97,88
1793,00;97,88
1792,00;97,88
1791,00;97,87
1790,00;97,84
1789,00;97,80
1788,00;97,77
1787,00;97,75
1786,00;97,75
1785,00;97,75
1784,00;97,74
1783,00;97,74
1782,00;97,73
1781,00;97,72
1780,00;97,71
1779,00;97,70
1778,00;97,69
1777,00;97,67
1776,00;97,64
1775,00;97,62
1774,00;97,63
1773,00;97,63
1772,00;97,63
1771,00;97,62
1770,00;97,60
1769,00;97,54
1768,00;97,48
1767,00;97,43
1766,00;97,39
1765,00;97,32
1764,00;97,26
1763,00;97,21
1762,00;97,15
1761,00;97,06
1760,00;96,94
1759,00;96,83
1758,00;96,71
1757,00;96,57
1756,00;96,42
1755,00;96,27
1754,00;96,13
1753,00;95,97
1752,00;95,81
1751,00;95,66
1750,00;95,51
1749,00;95,35
1748,00;95,19
1747,00;95,06
1746,00;94,96
1745,00;94,85
1744,00;94,75
1743,00;94,67
1742,00;94,62
1741,00;94,56
1740,00;94,50
1739,00;94,47
1738,00;94,44
1737,00;94,40
1736,00;94,37
1735,00;94,37
1734,00;94,38
1733,00;94,36
1732,00;94,33
1731,00;94,28
1730,00;94,21
1729,00;94,11
1728,00;93,97
1727,00;93,82
1726,00;93,65
1725,00;93,43
1724,00;93,15
1723,00;92,85
1722,00;92,55
1721,00;92,24
1720,00;91,87
1719,00;91,37
1718,00;90,69
1717,00;89,94
1716,00;89,26
1715,00;88,64
1714,00;88,05
1713,00;87,48
1712,00;86,95
1711,00;86,43
1710,00;85,90
1709,00;85,40
1708,00;84,92
1707,00;84,42
1706,00;83,85
1705,00;83,36
1704,00;83,07
1703,00;82,95
1702,00;82,83
1701,00;82,58
1700,00;82,30
1699,00;82,23
1698,00;82,35
1697,00;82,59
1696,00;82,85
1695,00;83,13
1694,00;83,45
1693,00;83,83
1692,00;84,24
1691,00;84,65
1690,00;85,03
1689,00;85,41
1688,00;85,80
1687,00;86,20
1686,00;86,67
1685,00;87,22
1684,00;87,80
1683,00;88,31
1682,00;88,77
1681,00;89,25
1680,00;89,74
1679,00;90,18
1678,00;90,59
1677,00;91,00
1676,00;91,40
1675,00;91,75
1674,00;92,00
1673,00;92,22
1672,00;92,42
1671,00;92,60
1670,00;92,75
1669,00;92,88
1668,00;92,97
1667,00;93,03
1666,00;93,07
1665,00;93,13
1664,00;93,19
1663,00;93,23
1662,00;93,23
1661,00;93,24
1660,00;93,25
1659,00;93,25
1658,00;93,26
1657,00;93,28
1656,00;93,30
1655,00;93,33
1654,00;93,34
1653,00;93,31
1652,00;93,29
1651,00;93,28
1650,00;93,27
1649,00;93,26
1648,00;93,25
1647,00;93,21
1646,00;93,17
1645,00;93,17
1644,00;93,16
1643,00;93,16
1642,00;93,15
1641,00;93,15
1640,00;93,16
1639,00;93,16
1638,00;93,16
1637,00;93,16
1636,00;93,15
1635,00;93,13
1634,00;93,12
1633,00;93,12
1632,00;93,11
1631,00;93,10
1630,00;93,10
1629,00;93,10
1628,00;93,10
1627,00;93,10
1626,00;93,09
1625,00;93,10
1624,00;93,10
1623,00;93,08
1622,00;93,06
1621,00;93,05
1620,00;93,04
1619,00;93,02
1618,00;93,01
1617,00;93,00
1616,00;92,99
1615,00;92,97
1614,00;92,97
1613,00;92,97
1612,00;92,97
1611,00;92,97
1610,00;92,96
1609,00;92,96
1608,00;92,95
1607,00;92,93
1606,00;92,93
1605,00;92,93
1604,00;92,94
1603,00;92,94
1602,00;92,94
1601,00;92,95
1600,00;92,96
1599,00;92,97
1598,00;92,98
1597,00;93,00
1596,00;93,02
1595,00;93,04
1594,00;93,08
1593,00;93,13
1592,00;93,19
1591,00;93,24
1590,00;93,31
1589,00;93,38
1588,00;93,46
1587,00;93,53
1586,00;93,61
1585,00;93,69
1584,00;93,77
1583,00;93,83
1582,00;93,91
1581,00;93,99
1580,00;94,05
1579,00;94,11
1578,00;94,19
1577,00;94,31
1576,00;94,45
1575,00;94,58
1574,00;94,67
1573,00;94,75
1572,00;94,84
1571,00;94,94
1570,00;95,07
1569,00;95,18
1568,00;95,25
1567,00;95,31
1566,00;95,37
1565,00;95,44
1564,00;95,50
1563,00;95,54
1562,00;95,58
1561,00;95,67
1560,00;95,80
1559,00;95,88
1558,00;95,94
1557,00;95,97
1556,00;95,96
1555,00;95,95
1554,00;95,95
1553,00;95,98
1552,00;96,00
1551,00;96,02
1550,00;96,02
1549,00;96,01
1548,00;96,00
1547,00;95,99
1546,00;95,99
1545,00;96,00
1544,00;96,00
1543,00;95,99
1542,00;95,97
1541,00;95,98
1540,00;96,02
1539,00;96,09
1538,00;96,14
1537,00;96,17
1536,00;96,19
1535,00;96,24
1534,00;96,32
1533,00;96,38
1532,00;96,43
1531,00;96,44
1530,00;96,44
1529,00;96,46
1528,00;96,49
1527,00;96,51
1526,00;96,52
1525,00;96,51
1524,00;96,50
1523,00;96,50
1522,00;96,49
1521,00;96,48
1520,00;96,46
1519,00;96,43
1518,00;96,37
1517,00;96,30
1516,00;96,24
1515,00;96,19
1514,00;96,14
1513,00;96,09
1512,00;96,07
1511,00;96,06
1510,00;96,03
1509,00;96,00
1508,00;95,99
1507,00;95,98
1506,00;95,99
1505,00;95,99
1504,00;95,99
1503,00;95,99
1502,00;96,00
1501,00;96,03
1500,00;96,07
1499,00;96,13
1498,00;96,16
1497,00;96,16
1496,00;96,16
1495,00;96,16
1494,00;96,13
1493,00;96,09
1492,00;96,07
1491,00;96,06
1490,00;96,03
1489,00;95,98
1488,00;95,92
1487,00;95,85
1486,00;95,77
1485,00;95,68
1484,00;95,59
1483,00;95,50
1482,00;95,38
1481,00;95,24
1480,00;95,07
1479,00;94,88
1478,00;94,58
1477,00;94,08
1476,00;93,30
1475,00;92,20
1474,00;90,84
1473,00;89,63
1472,00;89,11
1471,00;89,33
1470,00;89,80
1469,00;90,15
1468,00;90,23
1467,00;89,98
1466,00;89,40
1465,00;88,72
1464,00;88,37
1463,00;88,54
1462,00;89,09
1461,00;89,77
1460,00;90,40
1459,00;90,89
1458,00;91,17
1457,00;91,27
1456,00;91,33
1455,00;91,40
1454,00;91,49
1453,00;91,60
1452,00;91,71
1451,00;91,81
1450,00;91,88
1449,00;91,91
1448,00;91,90
1447,00;91,85
1446,00;91,78
1445,00;91,70
1444,00;91,60
1443,00;91,49
1442,00;91,35
1441,00;91,20
1440,00;91,05
1439,00;90,89
1438,00;90,70
1437,00;90,41
1436,00;90,09
1435,00;89,81
1434,00;89,59
1433,00;89,41
1432,00;89,27
1431,00;89,19
1430,00;89,17
1429,00;89,21
1428,00;89,33
1427,00;89,50
1426,00;89,70
1425,00;89,91
1424,00;90,10
1423,00;90,27
1422,00;90,43
1421,00;90,56
1420,00;90,64
1419,00;90,66
1418,00;90,61
1417,00;90,52
1416,00;90,42
1415,00;90,31
1414,00;90,22
1413,00;90,14
1412,00;90,11
1411,00;90,15
1410,00;90,27
1409,00;90,44
1408,00;90,68
1407,00;90,96
1406,00;91,29
1405,00;91,63
1404,00;91,95
1403,00;92,25
1402,00;92,50
1401,00;92,73
1400,00;92,94
1399,00;93,11
1398,00;93,24
1397,00;93,34
1396,00;93,43
1395,00;93,50
1394,00;93,55
1393,00;93,57
1392,00;93,58
1391,00;93,57
1390,00;93,57
1389,00;93,57
1388,00;93,55
1387,00;93,51
1386,00;93,44
1385,00;93,33
1384,00;93,18
1383,00;93,00
1382,00;92,80
1381,00;92,62
1380,00;92,46
1379,00;92,33
1378,00;92,22
1377,00;92,15
1376,00;92,12
1375,00;92,09
1374,00;92,08
1373,00;92,07
1372,00;92,08
1371,00;92,08
1370,00;92,09
1369,00;92,10
1368,00;92,09
1367,00;92,09
1366,00;92,08
1365,00;92,09
1364,00;92,09
1363,00;92,08
1362,00;92,04
1361,00;92,00
1360,00;91,94
1359,00;91,89
1358,00;91,84
1357,00;91,83
1356,00;91,84
1355,00;91,87
1354,00;91,91
1353,00;91,95
1352,00;91,97
1351,00;91,97
1350,00;91,94
1349,00;91,90
1348,00;91,86
1347,00;91,84
1346,00;91,84
1345,00;91,86
1344,00;91,90
1343,00;91,95
1342,00;92,00
1341,00;92,04
1340,00;92,05
1339,00;92,02
1338,00;91,94
1337,00;91,82
1336,00;91,64
1335,00;91,42
1334,00;91,18
1333,00;90,96
1332,00;90,80
1331,00;90,71
1330,00;90,72
1329,00;90,78
1328,00;90,88
1327,00;90,98
1326,00;91,06
1325,00;91,11
1324,00;91,10
1323,00;91,04
1322,00;90,93
1321,00;90,77
1320,00;90,53
1319,00;90,21
1318,00;89,81
1317,00;89,36
1316,00;88,89
1315,00;88,50
1314,00;88,23
1313,00;88,11
1312,00;88,13
1311,00;88,25
1310,00;88,43
1309,00;88,64
1308,00;88,85
1307,00;89,02
1306,00;89,15
1305,00;89,21
1304,00;89,19
1303,00;89,09
1302,00;88,91
1301,00;88,67
1300,00;88,40
1299,00;88,15
1298,00;87,99
1297,00;87,96
1296,00;88,07
1295,00;88,29
1294,00;88,58
1293,00;88,88
1292,00;89,18
1291,00;89,45
1290,00;89,70
1289,00;89,94
1288,00;90,17
1287,00;90,38
1286,00;90,57
1285,00;90,71
1284,00;90,77
1283,00;90,74
1282,00;90,61
1281,00;90,42
1280,00;90,22
1279,00;90,10
1278,00;90,09
1277,00;90,20
1276,00;90,36
1275,00;90,52
1274,00;90,62
1273,00;90,62
1272,00;90,53
1271,00;90,42
1270,00;90,35
1269,00;90,36
1268,00;90,42
1267,00;90,51
1266,00;90,54
1265,00;90,49
1264,00;90,31
1263,00;90,02
1262,00;89,69
1261,00;89,41
1260,00;89,25
1259,00;89,27
1258,00;89,46
1257,00;89,73
1256,00;90,01
1255,00;90,21
1254,00;90,30
1253,00;90,26
1252,00;90,12
1251,00;89,94
1250,00;89,80
1249,00;89,73
1248,00;89,75
1247,00;89,85
1246,00;89,94
1245,00;89,97
1244,00;89,90
1243,00;89,75
1242,00;89,61
1241,00;89,55
1240,00;89,61
1239,00;89,79
1238,00;90,05
1237,00;90,33
1236,00;90,58
1235,00;90,76
1234,00;90,86
1233,00;90,87
1232,00;90,78
1231,00;90,59
1230,00;90,33
1229,00;90,06
1228,00;89,84
1227,00;89,73
1226,00;89,73
1225,00;89,80
1224,00;89,92
1223,00;90,07
1222,00;90,26
1221,00;90,50
1220,00;90,78
1219,00;91,10
1218,00;91,43
1217,00;91,73
1216,00;91,97
1215,00;92,15
1214,00;92,25
1213,00;92,25
1212,00;92,15
1211,00;91,94
1210,00;91,65
1209,00;91,33
1208,00;91,05
1207,00;90,86
1206,00;90,78
1205,00;90,81
1204,00;90,92
1203,00;91,12
1202,00;91,38
1201,00;91,70
1200,00;92,05
1199,00;92,40
1198,00;92,73
1197,00;93,00
1196,00;93,21
1195,00;93,35
1194,00;93,41
1193,00;93,39
1192,00;93,26
1191,00;93,02
1190,00;92,68
1189,00;92,32
1188,00;92,05
1187,00;91,97
1186,00;92,10
1185,00;92,38
1184,00;92,71
1183,00;93,00
1182,00;93,19
1181,00;93,26
1180,00;93,24
1179,00;93,17
1178,00;93,09
1177,00;93,01
1176,00;92,91
1175,00;92,80
1174,00;92,65
1173,00;92,49
1172,00;92,30
1171,00;92,08
1170,00;91,86
1169,00;91,62
1168,00;91,38
1167,00;91,14
1166,00;90,91
1165,00;90,70
1164,00;90,51
1163,00;90,37
1162,00;90,26
1161,00;90,20
1160,00;90,17
1159,00;90,18
1158,00;90,22
1157,00;90,28
1156,00;90,36
1155,00;90,45
1154,00;90,55
1153,00;90,65
1152,00;90,74
1151,00;90,81
1150,00;90,88
1149,00;90,94
1148,00;90,99
1147,00;91,05
1146,00;91,10
1145,00;91,15
1144,00;91,20
1143,00;91,24
1142,00;91,27
1141,00;91,29
1140,00;91,29
1139,00;91,27
1138,00;91,23
1137,00;91,17
1136,00;91,09
1135,00;90,98
1134,00;90,87
1133,00;90,74
1132,00;90,60
1131,00;90,43
1130,00;90,23
1129,00;89,98
1128,00;89,71
1127,00;89,46
1126,00;89,23
1125,00;89,01
1124,00;88,82
1123,00;88,65
1122,00;88,50
1121,00;88,38
1120,00;88,27
1119,00;88,16
1118,00;88,03
1117,00;87,87
1116,00;87,67
1115,00;87,46
1114,00;87,23
1113,00;87,01
1112,00;86,81
1111,00;86,63
1110,00;86,46
1109,00;86,30
1108,00;86,13
1107,00;85,95
1106,00;85,78
1105,00;85,64
1104,00;85,55
1103,00;85,50
1102,00;85,50
1101,00;85,53
1100,00;85,58
1099,00;85,66
1098,00;85,78
1097,00;85,92
1096,00;86,06
1095,00;86,20
1094,00;86,32
1093,00;86,41
1092,00;86,48
1091,00;86,53
1090,00;86,57
1089,00;86,60
1088,00;86,64
1087,00;86,67
1086,00;86,69
1085,00;86,70
1084,00;86,69
1083,00;86,66
1082,00;86,61
1081,00;86,52
1080,00;86,39
1079,00;86,25
1078,00;86,10
1077,00;85,96
1076,00;85,83
1075,00;85,70
1074,00;85,58
1073,00;85,46
1072,00;85,34
1071,00;85,20
1070,00;85,06
1069,00;84,89
1068,00;84,70
1067,00;84,47
1066,00;84,21
1065,00;83,93
1064,00;83,63
1063,00;83,31
1062,00;83,01
1061,00;82,72
1060,00;82,46
1059,00;82,24
1058,00;82,07
1057,00;81,93
1056,00;81,80
1055,00;81,69
1054,00;81,59
1053,00;81,51
1052,00;81,44
1051,00;81,39
1050,00;81,36
1049,00;81,35
1048,00;81,35
1047,00;81,36
1046,00;81,37
1045,00;81,37
1044,00;81,35
1043,00;81,31
1042,00;81,24
1041,00;81,14
1040,00;81,00
1039,00;80,83
1038,00;80,64
1037,00;80,44
1036,00;80,23
1035,00;80,06
1034,00;79,92
1033,00;79,83
1032,00;79,78
1031,00;79,79
1030,00;79,83
1029,00;79,90
1028,00;79,98
1027,00;80,08
1026,00;80,18
1025,00;80,28
1024,00;80,38
1023,00;80,47
1022,00;80,56
1021,00;80,65
1020,00;80,74
1019,00;80,85
1018,00;80,97
1017,00;81,10
1016,00;81,24
1015,00;81,37
1014,00;81,50
1013,00;81,63
1012,00;81,74
1011,00;81,84
1010,00;81,95
1009,00;82,05
1008,00;82,16
1007,00;82,26
1006,00;82,37
1005,00;82,47
1004,00;82,57
1003,00;82,68
1002,00;82,80
1001,00;82,93
1000,00;83,06
999,00;83,20
998,00;83,34
997,00;83,46
996,00;83,57
995,00;83,67
994,00;83,75
993,00;83,81
992,00;83,86
991,00;83,89
990,00;83,92
989,00;83,94
988,00;83,96
987,00;84,00
986,00;84,07
985,00;84,17
984,00;84,32
983,00;84,51
982,00;84,74
981,00;85,00
980,00;85,26
979,00;85,52
978,00;85,78
977,00;86,01
976,00;86,22
975,00;86,41
974,00;86,57
973,00;86,71
972,00;86,82
971,00;86,93
970,00;87,02
969,00;87,10
968,00;87,18
967,00;87,25
966,00;87,31
965,00;87,37
964,00;87,42
963,00;87,48
962,00;87,54
961,00;87,60
960,00;87,66
959,00;87,71
958,00;87,75
957,00;87,78
956,00;87,80
955,00;87,81
954,00;87,81
953,00;87,83
952,00;87,88
951,00;87,94
950,00;88,02
949,00;88,09
948,00;88,14
947,00;88,17
946,00;88,20
945,00;88,21
944,00;88,23
943,00;88,25
942,00;88,27
941,00;88,30
940,00;88,34
939,00;88,39
938,00;88,45
937,00;88,52
936,00;88,58
935,00;88,65
934,00;88,72
933,00;88,81
932,00;88,91
931,00;89,03
930,00;89,18
929,00;89,33
928,00;89,47
927,00;89,59
926,00;89,71
925,00;89,83
924,00;89,93
923,00;90,02
922,00;90,11
921,00;90,19
920,00;90,27
919,00;90,33
918,00;90,38
917,00;90,43
916,00;90,46
915,00;90,47
914,00;90,47
913,00;90,44
912,00;90,42
911,00;90,40
910,00;90,39
909,00;90,40
908,00;90,42
907,00;90,42
906,00;90,42
905,00;90,41
904,00;90,39
903,00;90,36
902,00;90,32
901,00;90,29
900,00;90,26
899,00;90,24
898,00;90,25
897,00;90,26
896,00;90,28
895,00;90,31
894,00;90,35
893,00;90,41
892,00;90,47
