cm-1;%T
2449,00;98,91
2448,00;98,91
2447,00;98,91
2446,00;98,91
2445,00;98,91
2444,00;98,91
2443,00;98,91
2442,00;98,91
2441,00;98,91
2440,00;98,90
2439,00;98,90
2438,00;98,89
2437,00;98,89
2436,00;98,88
2435,00;98,88
2434,00;98,88
2433,00;98,88
2432,00;98,87
2431,00;98,87
2430,00;98,87
2429,00;98,87
2428,00;98,87
2427,00;98,86
2426,00;98,85
2425,00;98,84
2424,00;98,83
2423,00;98,82
2422,00;98,81
2421,00;98,80
2420,00;98,79
2419,00;98,79
2418,00;98,79
2417,00;98,79
2416,00;98,79
2415,00;98,78
2414,00;98,78
2413,00;98,78
2412,00;98,78
2411,00;98,78
2410,00;98,79
2409,00;98,79
2408,00;98,79
2407,00;98,80
2406,00;98,80
2405,00;98,80
2404,00;98,80
2403,00;98,80
2402,00;98,80
2401,00;98,80
2400,00;98,81
2399,00;98,82
2398,00;98,83
2397,00;98,84
2396,00;98,84
2395,00;98,83
2394,00;98,83
2393,00;98,83
2392,00;98,84
2391,00;98,84
2390,00;98,85
2389,00;98,84
2388,00;98,84
2387,00;98,84
2386,00;98,85
2385,00;98,86
2384,00;98,88
2383,00;98,89
2382,00;98,91
2381,00;98,91
2380,00;98,91
2379,00;98,90
2378,00;98,88
2377,00;98,85
2376,00;98,83
2375,00;98,82
2374,00;98,83
2373,00;98,84
2372,00;98,85
2371,00;98,88
2370,00;98,89
2369,00;98,90
2368,00;98,90
2367,00;98,89
2366,00;98,89
2365,00;98,88
2364,00;98,87
2363,00;98,87
2362,00;98,86
2361,00;98,86
2360,00;98,86
2359,00;98,86
2358,00;98,87
2357,00;98,88
2356,00;98,87
2355,00;98,86
2354,00;98,85
2353,00;98,86
2352,00;98,87
2351,00;98,88
2350,00;98,87
2349,00;98,85
2348,00;98,84
2347,00;98,84
2346,00;98,85
2345,00;98,86
2344,00;98,86
2343,00;98,84
2342,00;98,84
2341,00;98,84
2340,00;98,85
2339,00;98,85
2338,00;98,85
2337,00;98,84
2336,00;98,84
2335,00;98,84
2334,00;98,84
2333,00;98,85
2332,00;98,86
2331,00;98,85
2330,00;98,83
2329,00;98,82
2328,00;98,82
2327,00;98,82
2326,00;98,84
2325,00;98,86
2324,00;98,87
2323,00;98,87
2322,00;98,87
2321,00;98,84
2320,00;98,81
2319,00;98,79
2318,00;98,77
2317,00;98,76
2316,00;98,76
2315,00;98,76
2314,00;98,77
2313,00;98,78
2312,00;98,79
2311,00;98,79
2310,00;98,79
2309,00;98,79
2308,00;98,80
2307,00;98,80
2306,00;98,80
2305,00;98,81
2304,00;98,80
2303,00;98,80
2302,00;98,79
2301,00;98,79
2300,00;98,78
2299,00;98,78
2298,00;98,77
2297,00;98,76
2296,00;98,76
2295,00;98,75
2294,00;98,74
2293,00;98,74
2292,00;98,73
2291,00;98,73
2290,00;98,73
2289,00;98,73
2288,00;98,73
2287,00;98,72
2286,00;98,71
2285,00;98,71
2284,00;98,70
2283,00;98,70
2282,00;98,69
2281,00;98,69
2280,00;98,69
2279,00;98,68
2278,00;98,67
2277,00;98,66
2276,00;98,65
2275,00;98,64
2274,00;98,64
2273,00;98,64
2272,00;98,63
2271,00;98,62
2270,00;98,61
2269,00;98,60
2268,00;98,59
2267,00;98,57
2266,00;98,56
2265,00;98,54
2264,00;98,52
2263,00;98,50
2262,00;98,49
2261,00;98,49
2260,00;98,50
2259,00;98,51
2258,00;98,51
2257,00;98,49
2256,00;98,48
2255,00;98,47
2254,00;98,47
2253,00;98,47
2252,00;98,48
2251,00;98,48
2250,00;98,49
2249,00;98,50
2248,00;98,51
2247,00;98,51
2246,00;98,51
2245,00;98,50
2244,00;98,49
2243,00;98,48
2242,00;98,47
2241,00;98,48
2240,00;98,48
2239,00;98,49
2238,00;98,50
2237,00;98,49
2236,00;98,48
2235,00;98,46
2234,00;98,46
2233,00;98,46
2232,00;98,47
2231,00;98,47
2230,00;98,47
2229,00;98,47
2228,00;98,46
2227,00;98,45
2226,00;98,46
2225,00;98,46
2224,00;98,47
2223,00;98,46
2222,00;98,45
2221,00;98,44
2220,00;98,42
2219,00;98,41
2218,00;98,42
2217,00;98,42
2216,00;98,42
2215,00;98,41
2214,00;98,41
2213,00;98,40
2212,00;98,38
2211,00;98,36
2210,00;98,36
2209,00;98,36
2208,00;98,36
2207,00;98,37
2206,00;98,38
2205,00;98,39
2204,00;98,40
2203,00;98,40
2202,00;98,40
2201,00;98,40
2200,00;98,39
2199,00;98,39
2198,00;98,41
2197,00;98,42
2196,00;98,42
2195,00;98,42
2194,00;98,43
2193,00;98,44
2192,00;98,45
2191,00;98,46
2190,00;98,48
2189,00;98,48
2188,00;98,49
2187,00;98,49
2186,00;98,51
2185,00;98,52
2184,00;98,53
2183,00;98,52
2182,00;98,51
2181,00;98,49
2180,00;98,48
2179,00;98,48
2178,00;98,48
2177,00;98,47
2176,00;98,46
2175,00;98,45
2174,00;98,47
2173,00;98,49
2172,00;98,51
2171,00;98,52
2170,00;98,53
2169,00;98,54
2168,00;98,54
2167,00;98,53
2166,00;98,51
2165,00;98,49
2164,00;98,48
2163,00;98,51
2162,00;98,55
2161,00;98,58
2160,00;98,57
2159,00;98,54
2158,00;98,52
2157,00;98,50
2156,00;98,48
2155,00;98,44
2154,00;98,41
2153,00;98,38
2152,00;98,37
2151,00;98,37
2150,00;98,38
2149,00;98,37
2148,00;98,35
2147,00;98,33
2146,00;98,31
2145,00;98,30
2144,00;98,28
2143,00;98,27
2142,00;98,26
2141,00;98,25
2140,00;98,24
2139,00;98,24
2138,00;98,23
2137,00;98,23
2136,00;98,21
2135,00;98,20
2134,00;98,19
2133,00;98,19
2132,00;98,18
2131,00;98,18
2130,00;98,18
2129,00;98,20
2128,00;98,22
2127,00;98,23
2126,00;98,24
2125,00;98,25
2124,00;98,26
2123,00;98,27
2122,00;98,28
2121,00;98,29
2120,00;98,30
2119,00;98,30
2118,00;98,32
2117,00;98,33
2116,00;98,35
2115,00;98,37
2114,00;98,39
2113,00;98,41
2112,00;98,43
2111,00;98,45
2110,00;98,46
2109,00;98,47
2108,00;98,47
2107,00;98,48
2106,00;98,50
2105,00;98,53
2104,00;98,55
2103,00;98,56
2102,00;98,56
2101,00;98,56
2100,00;98,57
2099,00;98,58
2098,00;98,61
2097,00;98,62
2096,00;98,64
2095,00;98,65
2094,00;98,66
2093,00;98,66
2092,00;98,67
2091,00;98,67
2090,00;98,68
2089,00;98,69
2088,00;98,70
2087,00;98,71
2086,00;98,71
2085,00;98,72
2084,00;98,72
2083,00;98,73
2082,00;98,74
2081,00;98,74
2080,00;98,74
2079,00;98,73
2078,00;98,73
2077,00;98,73
2076,00;98,73
2075,00;98,73
2074,00;98,75
2073,00;98,77
2072,00;98,78
2071,00;98,79
2070,00;98,78
2069,00;98,77
2068,00;98,76
2067,00;98,75
2066,00;98,75
2065,00;98,75
2064,00;98,75
2063,00;98,74
2062,00;98,74
2061,00;98,73
2060,00;98,73
2059,00;98,74
2058,00;98,75
2057,00;98,76
2056,00;98,77
2055,00;98,77
2054,00;98,77
2053,00;98,77
2052,00;98,76
2051,00;98,77
2050,00;98,78
2049,00;98,80
2048,00;98,80
2047,00;98,80
2046,00;98,81
2045,00;98,81
2044,00;98,81
2043,00;98,82
2042,00;98,84
2041,00;98,84
2040,00;98,84
2039,00;98,83
2038,00;98,85
2037,00;98,86
2036,00;98,87
2035,00;98,88
2034,00;98,88
2033,00;98,87
2032,00;98,88
2031,00;98,90
2030,00;98,93
2029,00;98,95
2028,00;98,95
2027,00;98,94
2026,00;98,92
2025,00;98,91
2024,00;98,89
2023,00;98,89
2022,00;98,89
2021,00;98,89
2020,00;98,90
2019,00;98,91
2018,00;98,92
2017,00;98,92
2016,00;98,91
2015,00;98,89
2014,00;98,89
2013,00;98,89
2012,00;98,89
2011,00;98,91
2010,00;98,93
2009,00;98,93
2008,00;98,92
2007,00;98,93
2006,00;98,94
2005,00;98,94
2004,00;98,93
2003,00;98,92
2002,00;98,93
2001,00;98,94
2000,00;98,94
1999,00;98,95
1998,00;98,96
1997,00;98,96
1996,00;98,94
1995,00;98,92
1994,00;98,93
1993,00;98,95
1992,00;98,98
1991,00;99,00
1990,00;99,01
1989,00;99,00
1988,00;98,99
1987,00;98,97
1986,00;98,97
1985,00;98,96
1984,00;98,95
1983,00;98,96
1982,00;98,97
1981,00;98,98
1980,00;98,96
1979,00;98,95
1978,00;98,94
1977,00;98,93
1976,00;98,92
1975,00;98,93
1974,00;98,95
1973,00;98,96
1972,00;98,96
1971,00;98,95
1970,00;98,95
1969,00;98,95
1968,00;98,96
1967,00;98,98
1966,00;99,02
1965,00;99,03
1964,00;99,03
1963,00;99,03
1962,00;99,05
1961,00;99,06
1960,00;99,05
1959,00;99,03
1958,00;99,02
1957,00;98,99
1956,00;98,97
1955,00;98,96
1954,00;98,96
1953,00;98,96
1952,00;98,95
1951,00;98,94
1950,00;98,95
1949,00;98,96
1948,00;98,95
1947,00;98,94
1946,00;98,93
1945,00;98,91
1944,00;98,88
1943,00;98,86
1942,00;98,85
1941,00;98,84
1940,00;98,83
1939,00;98,81
1938,00;98,79
1937,00;98,76
1936,00;98,73
1935,00;98,71
1934,00;98,70
1933,00;98,68
1932,00;98,67
1931,00;98,65
1930,00;98,63
1929,00;98,61
1928,00;98,58
1927,00;98,55
1926,00;98,53
1925,00;98,52
1924,00;98,51
1923,00;98,51
1922,00;98,51
1921,00;98,50
1920,00;98,49
1919,00;98,49
1918,00;98,51
1917,00;98,53
1916,00;98,56
1915,00;98,59
1914,00;98,62
1913,00;98,65
1912,00;98,68
1911,00;98,70
1910,00;98,72
1909,00;98,74
1908,00;98,75
1907,00;98,77
1906,00;98,79
1905,00;98,81
1904,00;98,82
1903,00;98,84
1902,00;98,86
1901,00;98,88
1900,00;98,89
1899,00;98,90
1898,00;98,90
1897,00;98,90
1896,00;98,91
1895,00;98,91
1894,00;98,92
1893,00;98,92
1892,00;98,92
1891,00;98,92
1890,00;98,92
1889,00;98,92
1888,00;98,92
1887,00;98,91
1886,00;98,91
1885,00;98,92
1884,00;98,93
1883,00;98,94
1882,00;98,94
1881,00;98,94
1880,00;98,94
1879,00;98,94
1878,00;98,94
1877,00;98,94
1876,00;98,94
1875,00;98,94
1874,00;98,94
1873,00;98,93
1872,00;98,92
1871,00;98,91
1870,00;98,91
1869,00;98,91
1868,00;98,91
1867,00;98,92
1866,00;98,92
1865,00;98,92
1864,00;98,92
1863,00;98,91
1862,00;98,91
1861,00;98,92
1860,00;98,92
1859,00;98,92
1858,00;98,92
1857,00;98,92
1856,00;98,92
1855,00;98,91
1854,00;98,91
1853,00;98,91
1852,00;98,91
1851,00;98,91
1850,00;98,90
1849,00;98,89
1848,00;98,88
1847,00;98,87
1846,00;98,85
1845,00;98,85
1844,00;98,84
1843,00;98,84
1842,00;98,85
1841,00;98,85
1840,00;98,85
1839,00;98,85
1838,00;98,85
1837,00;98,86
1836,00;98,86
1835,00;98,85
1834,00;98,85
1833,00;98,85
1832,00;98,85
1831,00;98,85
1830,00;98,85
1829,00;98,84
1828,00;98,83
1827,00;98,82
1826,00;98,81
1825,00;98,80
1824,00;98,79
1823,00;98,79
1822,00;98,79
1821,00;98,79
1820,00;98,79
1819,00;98,78
1818,00;98,77
1817,00;98,76
1816,00;98,75
1815,00;98,74
1814,00;98,72
1813,00;98,71
1812,00;98,70
1811,00;98,70
1810,00;98,70
1809,00;98,69
1808,00;98,68
1807,00;98,67
1806,00;98,66
1805,00;98,66
1804,00;98,65
1803,00;98,64
1802,00;98,63
1801,00;98,61
1800,00;98,59
1799,00;98,58
1798,00;98,56
1797,00;98,55
1796,00;98,53
1795,00;98,52
1794,00;98,51
1793,00;98,49
1792,00;98,49
1791,00;98,48
1790,00;98,48
1789,00;98,47
1788,00;98,46
1787,00;98,44
1786,00;98,42
1785,00;98,41
1784,00;98,40
1783,00;98,39
1782,00;98,38
1781,00;98,36
1780,00;98,34
1779,00;98,32
1778,00;98,31
1777,00;98,29
1776,00;98,27
1775,00;98,26
1774,00;98,25
1773,00;98,24
1772,00;98,21
1771,00;98,19
1770,00;98,16
1769,00;98,13
1768,00;98,10
1767,00;98,08
1766,00;98,07
1765,00;98,06
1764,00;98,05
1763,00;98,04
1762,00;98,02
1761,00;97,98
1760,00;97,94
1759,00;97,91
1758,00;97,88
1757,00;97,85
1756,00;97,80
1755,00;97,76
1754,00;97,72
1753,00;97,67
1752,00;97,60
1751,00;97,56
1750,00;97,55
1749,00;97,54
1748,00;97,52
1747,00;97,50
1746,00;97,49
1745,00;97,47
1744,00;97,43
1743,00;97,41
1742,00;97,40
1741,00;97,37
1740,00;97,32
1739,00;97,27
1738,00;97,24
1737,00;97,20
1736,00;97,13
1735,00;97,05
1734,00;96,97
1733,00;96,92
1732,00;96,87
1731,00;96,85
1730,00;96,82
1729,00;96,77
1728,00;96,71
1727,00;96,64
1726,00;96,57
1725,00;96,48
1724,00;96,37
1723,00;96,27
1722,00;96,18
1721,00;96,09
1720,00;95,99
1719,00;95,85
1718,00;95,68
1717,00;95,52
1716,00;95,38
1715,00;95,27
1714,00;95,18
1713,00;95,09
1712,00;95,01
1711,00;94,93
1710,00;94,85
1709,00;94,77
1708,00;94,69
1707,00;94,61
1706,00;94,51
1705,00;94,41
1704,00;94,31
1703,00;94,22
1702,00;94,11
1701,00;93,94
1700,00;93,75
1699,00;93,60
1698,00;93,48
1697,00;93,36
1696,00;93,22
1695,00;93,06
1694,00;92,91
1693,00;92,79
1692,00;92,66
1691,00;92,51
1690,00;92,36
1689,00;92,21
1688,00;92,08
1687,00;91,97
1686,00;91,84
1685,00;91,67
1684,00;91,46
1683,00;91,29
1682,00;91,16
1681,00;91,03
1680,00;90,90
1679,00;90,76
1678,00;90,64
1677,00;90,50
1676,00;90,32
1675,00;90,13
1674,00;89,96
1673,00;89,82
1672,00;89,69
1671,00;89,54
1670,00;89,38
1669,00;89,22
1668,00;89,07
1667,00;88,95
1666,00;88,85
1665,00;88,75
1664,00;88,63
1663,00;88,49
1662,00;88,37
1661,00;88,26
1660,00;88,16
1659,00;88,07
1658,00;88,01
1657,00;87,96
1656,00;87,91
1655,00;87,87
1654,00;87,82
1653,00;87,75
1652,00;87,68
1651,00;87,64
1650,00;87,62
1649,00;87,60
1648,00;87,59
1647,00;87,59
1646,00;87,62
1645,00;87,66
1644,00;87,70
1643,00;87,74
1642,00;87,81
1641,00;87,88
1640,00;87,96
1639,00;88,04
1638,00;88,14
1637,00;88,28
1636,00;88,46
1635,00;88,65
1634,00;88,82
1633,00;88,97
1632,00;89,11
1631,00;89,26
1630,00;89,44
1629,00;89,64
1628,00;89,85
1627,00;90,04
1626,00;90,23
1625,00;90,42
1624,00;90,63
1623,00;90,85
1622,00;91,06
1621,00;91,25
1620,00;91,40
1619,00;91,56
1618,00;91,75
1617,00;91,97
1616,00;92,18
1615,00;92,35
1614,00;92,49
1613,00;92,63
1612,00;92,77
1611,00;92,90
1610,00;93,04
1609,00;93,18
1608,00;93,31
1607,00;93,43
1606,00;93,55
1605,00;93,66
1604,00;93,76
1603,00;93,86
1602,00;93,96
1601,00;94,06
1600,00;94,15
1599,00;94,22
1598,00;94,30
1597,00;94,38
1596,00;94,45
1595,00;94,52
1594,00;94,59
1593,00;94,65
1592,00;94,72
1591,00;94,77
1590,00;94,82
1589,00;94,88
1588,00;94,92
1587,00;94,97
1586,00;95,01
1585,00;95,06
1584,00;95,09
1583,00;95,13
1582,00;95,17
1581,00;95,21
1580,00;95,24
1579,00;95,26
1578,00;95,29
1577,00;95,33
1576,00;95,36
1575,00;95,37
1574,00;95,39
1573,00;95,41
1572,00;95,42
1571,00;95,43
1570,00;95,45
1569,00;95,46
1568,00;95,47
1567,00;95,47
1566,00;95,48
1565,00;95,50
1564,00;95,52
1563,00;95,54
1562,00;95,57
1561,00;95,59
1560,00;95,58
1559,00;95,56
1558,00;95,57
1557,00;95,57
1556,00;95,55
1555,00;95,55
1554,00;95,54
1553,00;95,54
1552,00;95,54
1551,00;95,55
1550,00;95,55
1549,00;95,55
1548,00;95,54
1547,00;95,53
1546,00;95,52
1545,00;95,52
1544,00;95,53
1543,00;95,55
1542,00;95,56
1541,00;95,57
1540,00;95,57
1539,00;95,56
1538,00;95,56
1537,00;95,55
1536,00;95,55
1535,00;95,54
1534,00;95,54
1533,00;95,53
1532,00;95,53
1531,00;95,51
1530,00;95,49
1529,00;95,47
1528,00;95,45
1527,00;95,44
1526,00;95,43
1525,00;95,42
1524,00;95,41
1523,00;95,40
1522,00;95,38
1521,00;95,36
1520,00;95,34
1519,00;95,32
1518,00;95,29
1517,00;95,26
1516,00;95,24
1515,00;95,22
1514,00;95,21
1513,00;95,18
1512,00;95,16
1511,00;95,14
1510,00;95,11
1509,00;95,07
1508,00;95,04
1507,00;95,02
1506,00;94,99
1505,00;94,96
1504,00;94,93
1503,00;94,90
1502,00;94,87
1501,00;94,83
1500,00;94,79
1499,00;94,75
1498,00;94,67
1497,00;94,56
1496,00;94,44
1495,00;94,31
1494,00;94,18
1493,00;94,02
1492,00;93,84
1491,00;93,63
1490,00;93,41
1489,00;93,22
1488,00;93,09
1487,00;93,00
1486,00;92,92
1485,00;92,86
1484,00;92,80
1483,00;92,75
1482,00;92,71
1481,00;92,67
1480,00;92,66
1479,00;92,65
1478,00;92,62
1477,00;92,58
1476,00;92,50
1475,00;92,38
1474,00;92,20
1473,00;91,96
1472,00;91,74
1471,00;91,54
1470,00;91,35
1469,00;91,13
1468,00;90,90
1467,00;90,65
1466,00;90,35
1465,00;90,00
1464,00;89,63
1463,00;89,31
1462,00;89,01
1461,00;88,72
1460,00;88,43
1459,00;88,11
1458,00;87,73
1457,00;87,36
1456,00;87,14
1455,00;87,10
1454,00;87,13
1453,00;87,19
1452,00;87,27
1451,00;87,36
1450,00;87,47
1449,00;87,60
1448,00;87,77
1447,00;87,97
1446,00;88,16
1445,00;88,33
1444,00;88,48
1443,00;88,61
1442,00;88,70
1441,00;88,75
1440,00;88,76
1439,00;88,76
1438,00;88,72
1437,00;88,63
1436,00;88,53
1435,00;88,45
1434,00;88,37
1433,00;88,28
1432,00;88,19
1431,00;88,10
1430,00;88,00
1429,00;87,90
1428,00;87,82
1427,00;87,74
1426,00;87,67
1425,00;87,59
1424,00;87,52
1423,00;87,47
1422,00;87,44
1421,00;87,41
1420,00;87,37
1419,00;87,35
1418,00;87,34
1417,00;87,33
1416,00;87,34
1415,00;87,38
1414,00;87,41
1413,00;87,44
1412,00;87,47
1411,00;87,53
1410,00;87,59
1409,00;87,64
1408,00;87,69
1407,00;87,75
1406,00;87,81
1405,00;87,87
1404,00;87,93
1403,00;88,00
1402,00;88,07
1401,00;88,12
1400,00;88,16
1399,00;88,20
1398,00;88,23
1397,00;88,23
1396,00;88,21
1395,00;88,18
1394,00;88,11
1393,00;87,99
1392,00;87,85
1391,00;87,68
1390,00;87,48
1389,00;87,25
1388,00;86,97
1387,00;86,70
1386,00;86,45
1385,00;86,22
1384,00;86,02
1383,00;85,86
1382,00;85,75
1381,00;85,72
1380,00;85,77
1379,00;85,88
1378,00;86,06
1377,00;86,28
1376,00;86,57
1375,00;86,94
1374,00;87,38
1373,00;87,84
1372,00;88,28
1371,00;88,71
1370,00;89,13
1369,00;89,53
1368,00;89,88
1367,00;90,17
1366,00;90,38
1365,00;90,55
1364,00;90,69
1363,00;90,80
1362,00;90,90
1361,00;90,96
1360,00;91,00
1359,00;91,03
1358,00;91,04
1357,00;91,04
1356,00;91,04
1355,00;91,03
1354,00;91,00
1353,00;90,96
1352,00;90,91
1351,00;90,84
1350,00;90,76
1349,00;90,68
1348,00;90,58
1347,00;90,48
1346,00;90,38
1345,00;90,27
1344,00;90,17
1343,00;90,07
1342,00;89,97
1341,00;89,88
1340,00;89,78
1339,00;89,70
1338,00;89,62
1337,00;89,54
1336,00;89,47
1335,00;89,41
1334,00;89,36
1333,00;89,32
1332,00;89,28
1331,00;89,24
1330,00;89,21
1329,00;89,18
1328,00;89,17
1327,00;89,16
1326,00;89,16
1325,00;89,17
1324,00;89,19
1323,00;89,21
1322,00;89,24
1321,00;89,27
1320,00;89,31
1319,00;89,35
1318,00;89,40
1317,00;89,44
1316,00;89,50
1315,00;89,55
1314,00;89,61
1313,00;89,68
1312,00;89,76
1311,00;89,84
1310,00;89,93
1309,00;90,02
1308,00;90,11
1307,00;90,20
1306,00;90,30
1305,00;90,39
1304,00;90,50
1303,00;90,60
1302,00;90,69
1301,00;90,79
1300,00;90,89
1299,00;90,98
1298,00;91,08
1297,00;91,18
1296,00;91,26
1295,00;91,34
1294,00;91,40
1293,00;91,46
1292,00;91,50
1291,00;91,55
1290,00;91,58
1289,00;91,61
1288,00;91,62
1287,00;91,61
1286,00;91,57
1285,00;91,51
1284,00;91,42
1283,00;91,31
1282,00;91,17
1281,00;91,01
1280,00;90,83
1279,00;90,66
1278,00;90,52
1277,00;90,41
1276,00;90,35
1275,00;90,34
1274,00;90,37
1273,00;90,44
1272,00;90,55
1271,00;90,69
1270,00;90,87
1269,00;91,06
1268,00;91,26
1267,00;91,46
1266,00;91,65
1265,00;91,82
1264,00;92,00
1263,00;92,16
1262,00;92,33
1261,00;92,49
1260,00;92,64
1259,00;92,79
1258,00;92,93
1257,00;93,04
1256,00;93,13
1255,00;93,20
1254,00;93,26
1253,00;93,31
1252,00;93,37
1251,00;93,43
1250,00;93,50
1249,00;93,56
1248,00;93,61
1247,00;93,67
1246,00;93,71
1245,00;93,76
1244,00;93,79
1243,00;93,82
1242,00;93,86
1241,00;93,89
1240,00;93,93
1239,00;93,97
1238,00;94,02
1237,00;94,06
1236,00;94,10
1235,00;94,13
1234,00;94,15
1233,00;94,17
1232,00;94,19
1231,00;94,22
1230,00;94,24
1229,00;94,27
1228,00;94,29
1227,00;94,31
1226,00;94,33
1225,00;94,34
1224,00;94,36
1223,00;94,38
1222,00;94,40
1221,00;94,43
1220,00;94,45
1219,00;94,46
1218,00;94,48
1217,00;94,50
1216,00;94,51
1215,00;94,53
1214,00;94,54
1213,00;94,55
1212,00;94,55
1211,00;94,56
1210,00;94,57
1209,00;94,58
1208,00;94,58
1207,00;94,58
1206,00;94,58
1205,00;94,59
1204,00;94,60
1203,00;94,61
1202,00;94,62
1201,00;94,63
1200,00;94,63
1199,00;94,64
1198,00;94,65
1197,00;94,66
1196,00;94,67
1195,00;94,67
1194,00;94,68
1193,00;94,68
1192,00;94,68
1191,00;94,68
1190,00;94,68
1189,00;94,67
1188,00;94,67
1187,00;94,67
1186,00;94,68
1185,00;94,71
1184,00;94,74
1183,00;94,78
1182,00;94,79
1181,00;94,75
1180,00;94,67
1179,00;94,60
1178,00;94,55
1177,00;94,52
1176,00;94,51
1175,00;94,49
1174,00;94,47
1173,00;94,43
1172,00;94,38
1171,00;94,33
1170,00;94,26
1169,00;94,19
1168,00;94,11
1167,00;94,02
1166,00;93,94
1165,00;93,85
1164,00;93,76
1163,00;93,68
1162,00;93,61
1161,00;93,55
1160,00;93,50
1159,00;93,46
1158,00;93,44
1157,00;93,42
1156,00;93,42
1155,00;93,42
1154,00;93,43
1153,00;93,44
1152,00;93,45
1151,00;93,45
1150,00;93,44
1149,00;93,43
1148,00;93,42
1147,00;93,41
1146,00;93,40
1145,00;93,38
1144,00;93,35
1143,00;93,32
1142,00;93,28
1141,00;93,23
1140,00;93,17
1139,00;93,11
1138,00;93,04
1137,00;92,97
1136,00;92,89
1135,00;92,81
1134,00;92,73
1133,00;92,66
1132,00;92,60
1131,00;92,54
1130,00;92,46
1129,00;92,37
1128,00;92,30
1127,00;92,25
1126,00;92,24
1125,00;92,25
1124,00;92,26
1123,00;92,27
1122,00;92,27
1121,00;92,27
1120,00;92,27
1119,00;92,25
1118,00;92,23
1117,00;92,19
1116,00;92,12
1115,00;92,04
1114,00;91,93
1113,00;91,80
1112,00;91,63
1111,00;91,44
1110,00;91,23
1109,00;90,97
1108,00;90,66
1107,00;90,32
1106,00;89,91
1105,00;89,43
1104,00;88,86
1103,00;88,19
1102,00;87,42
1101,00;86,52
1100,00;85,51
1099,00;84,38
1098,00;83,14
1097,00;81,80
1096,00;80,39
1095,00;78,95
1094,00;77,54
1093,00;76,20
1092,00;74,98
1091,00;73,92
1090,00;73,08
1089,00;72,45
1088,00;72,07
1087,00;71,94
1086,00;72,06
1085,00;72,39
1084,00;72,92
1083,00;73,62
1082,00;74,44
1081,00;75,34
1080,00;76,29
1079,00;77,25
1078,00;78,21
1077,00;79,14
1076,00;80,03
1075,00;80,86
1074,00;81,63
1073,00;82,32
1072,00;82,92
1071,00;83,45
1070,00;83,88
1069,00;84,21
1068,00;84,42
1067,00;84,52
1066,00;84,49
1065,00;84,32
1064,00;83,97
1063,00;83,45
1062,00;82,69
1061,00;81,67
1060,00;80,33
1059,00;78,67
1058,00;76,65
1057,00;74,29
1056,00;71,61
1055,00;68,70
1054,00;65,65
1053,00;62,53
1052,00;59,45
1051,00;56,51
1050,00;53,79
1049,00;51,35
1048,00;49,27
1047,00;47,65
1046,00;46,56
1045,00;46,05
1044,00;46,18
1043,00;47,00
1042,00;48,49
1041,00;50,57
1040,00;53,14
1039,00;56,06
1038,00;59,18
1037,00;62,31
1036,00;65,33
1035,00;68,17
1034,00;70,75
1033,00;73,05
1032,00;75,09
1031,00;76,89
1030,00;78,48
1029,00;79,89
1028,00;81,13
1027,00;82,25
1026,00;83,24
1025,00;84,13
1024,00;84,93
1023,00;85,64
1022,00;86,29
1021,00;86,87
1020,00;87,38
1019,00;87,84
1018,00;88,25
1017,00;88,62
1016,00;88,95
1015,00;89,25
1014,00;89,52
1013,00;89,77
1012,00;89,99
1011,00;90,19
1010,00;90,37
1009,00;90,54
1008,00;90,70
1007,00;90,84
1006,00;90,98
1005,00;91,11
1004,00;91,22
1003,00;91,33
1002,00;91,43
1001,00;91,53
1000,00;91,62
999,00;91,71
998,00;91,78
997,00;91,85
996,00;91,91
995,00;91,97
994,00;92,03
993,00;92,08
992,00;92,13
991,00;92,17
990,00;92,21
989,00;92,25
988,00;92,28
987,00;92,32
986,00;92,35
985,00;92,38
984,00;92,41
983,00;92,43
982,00;92,45
981,00;92,47
980,00;92,49
979,00;92,50
978,00;92,51
977,00;92,52
976,00;92,52
975,00;92,53
974,00;92,53
973,00;92,53
972,00;92,52
971,00;92,52
970,00;92,51
969,00;92,50
968,00;92,49
967,00;92,47
966,00;92,46
965,00;92,44
964,00;92,41
963,00;92,38
962,00;92,35
961,00;92,30
960,00;92,24
959,00;92,16
958,00;92,06
957,00;91,94
956,00;91,81
955,00;91,68
954,00;91,56
953,00;91,46
952,00;91,38
951,00;91,33
950,00;91,31
949,00;91,31
948,00;91,33
947,00;91,36
946,00;91,41
945,00;91,46
944,00;91,51
943,00;91,55
942,00;91,58
941,00;91,60
940,00;91,62
939,00;91,62
938,00;91,63
937,00;91,63
936,00;91,62
935,00;91,61
934,00;91,59
933,00;91,58
932,00;91,55
931,00;91,52
930,00;91,48
929,00;91,43
928,00;91,39
927,00;91,33
926,00;91,28
925,00;91,23
924,00;91,17
923,00;91,12
922,00;91,06
921,00;91,00
920,00;90,93
919,00;90,85
918,00;90,78
917,00;90,70
916,00;90,62
915,00;90,54
914,00;90,46
913,00;90,37
912,00;90,28
911,00;90,18
910,00;90,09
909,00;89,99
908,00;89,88
907,00;89,76
906,00;89,63
905,00;89,49
904,00;89,34
903,00;89,18
902,00;89,02
901,00;88,84
900,00;88,64
899,00;88,41
898,00;88,16
897,00;87,86
896,00;87,52
895,00;87,12
894,00;86,65
893,00;86,09
892,00;85,40
891,00;84,58
890,00;83,62
889,00;82,48
888,00;81,17
887,00;79,68
886,00;78,04
885,00;76,25
884,00;74,39
883,00;72,54
